DIRECTOR_ID,DIRECTOR,AVG_SCORE
1300843,彼得·惠特莫尔,9.8
1363149,出合小都美,9.55
1045754,艾伦·吉布森,9.5
1360686,迈克尔·恩格勒,9.4
1081439,彼得·戴维森,9.4
1041782,比尔·莫伦茨,9.4
1014881,詹姆斯·拉派恩,9.4
1303814,加斯·詹宁斯,9.3
1002898,爱德华·拉奇曼,9.3
1292134,迈克·米尔斯,9.3
1036854,阿尔曼多·伊安努奇,9.3
1315659,长滨博史,9.3
1046122,帕特里克·克里顿,9.3
1328858,埃德·拜,9.3
1313783,杨洁,9.2
1292558,尼克·莫里斯,9.149999999999999
1275191,大森贵弘,9.12857142857143
1392464,须藤友德,9.1
1274299,细田守,9.1
1305125,王君正,9.1
1313495,宫本理江子,9.1
1330325,杉田成道,9.08
1294383,鲍勃·彼德森,9.0
1282456,严定宪,9.0
1319407,川面真也,9.0
1050831,克莱德·布鲁克曼,9.0
1053554,今敏,9.0
1320127,渡部武彦 ,9.0
1021993,彼得·韦克,9.0
1029681,布雷梯斯拉夫·波杰,9.0
1316862,王树忱,9.0
1007085,马特·格罗宁,9.0
1142423,格奥尔基·申格拉亚,9.0
1319060,徐景达,9.0
1376706,高畑秀太,9.0
1032956,格雷姆·哈珀,9.0
1314127,山田尚子,9.0
1324364,宫本幸裕,9.0
1366907,涅提·蒂瓦里,9.0
1042099,彼德·哈蒙德,8.966666666666667
1275931,青木荣,8.966666666666667
1052723,斯文·梅斯林,8.933333333333334
1317548,渡边步,8.933333333333332
1110585,近藤喜文,8.9
1001745,山贺博之,8.9
1357955,猪上秀德,8.9
1051452,阿瑟·乔菲,8.9
1001747,T. Hee,8.9
1285799,唐·翰,8.9
1387130,赤城博昭,8.9
1002750,艾瑞克·爱都,8.9
1279752,Hendel Butoy,8.9
1319025,合田经郎,8.9
1313022,镝木宏,8.9
1317331,大塚隆史,8.9
1407329,保罗·萨特菲尔德,8.9
1298498,诺曼·斯通,8.9
1074746,马修·伯恩,8.9
1386569,陆庆屹,8.9
1054327,福特·毕比,8.9
1287162,Pixote Hunt,8.9
1293033,杰茜·尼尔森,8.9
1022803,彼特·道格特,8.85
1015771,大地丙太郎,8.85
1372766,增井壮一,8.8
1037683,彼得·H·亨特,8.8
1042481,让-保罗·勒沙努瓦,8.8
1365892,藤森雅也,8.8
1294063,乌贝托·帕索里尼,8.8
1032718,莫娜·阿查切,8.8
1005565,哈罗德·普林斯,8.8
1298727,芭芭拉·威利斯·斯威特,8.8
1028942,雷蒙·贝尔纳,8.8
1025668,克劳德·福涅尔,8.8
1345453,阿莱·阿布鲁,8.8
1342189,弗兰克·帕维奇,8.8
1005084,马西莫·特洛伊西,8.8
1037614,哈伊鲁丁·克尔瓦瓦茨,8.8
1374755,马建军,8.8
1279265,埃里克·布雷斯,8.8
1012744,苏赫拉布·沙希德·萨利斯,8.8
1303254,克里斯托弗·萨德勒,8.8
1321528,松尾衡,8.8
1285555,J·麦基·格鲁伯,8.8
1275724,格雷厄姆·莱恩汉,8.75
1032493,大卫·斯沃曼,8.7
1299741,戴夫·恩温,8.7
1323975,若林汉二,8.7
1314091,雅各布·舒,8.7
1331648,黄信尧,8.7
1274918,加藤泰,8.7
1010571,丹尼·格洛弗,8.7
1040620,希尔万·肖默,8.7
1023896,杰斯珀·W·尼尔森,8.7
1037362,唐·梅德福,8.7
1275194,今石洋之,8.7
1292420,汤姆·摩尔,8.7
1337977,扬·拉豪尔,8.7
1392387,平池芳正,8.7
1027778,安德烈·塔可夫斯基,8.7
1006441,胜间田具治,8.7
1321130,平田敏夫,8.7
1046096,君·法尔克斯汀,8.7
1388044,宾-汉·图,8.7
1045748,毛里齐奥·尼凯蒂,8.7
1045482,伍思薇,8.7
1284207,理查德·弗雷登伯格,8.7
1322242,空知英秋,8.7
1349077,松本理惠,8.7
1043374,阿莱克斯·若费,8.7
1277370,Harry Arends,8.7
1005510,萨比格尼·瑞比克金斯基,8.7
1298868,默罕默德-阿里·塔勒比,8.7
1316870,张松林,8.7
1033047,布鲁诺·伯茨多,8.7
1008239,里夏尔·巴尔杜奇,8.7
1032241,克里斯·桑德斯,8.7
1105122,迪米特里·凯萨诺夫,8.7
1020487,蒋雯丽,8.7
1042486,Gale Edwards,8.7
1019950,Karl Geurs,8.7
1367065,吉成曜,8.7
1018302,迪恩·德布洛斯,8.7
1050439,蕾雅·普尔,8.7
1054468,查克·琼斯,8.7
1363597,满仲劝,8.685714285714285
1274470,小池健,8.666666666666666
1037719,安德鲁·格里弗,8.666666666666666
1314152,安彦良和,8.666666666666666
1037316,寺山修司,8.65
1396233,善聪一郎,8.65
1032447,隆尼·普莱斯,8.65
1001027,罗贝尔·恩里科,8.649999999999999
1321243,西娅·夏罗克,8.633333333333333
1033096,神山健治,8.633333333333333
1285080,理查德·斯塔扎克,8.600000000000001
1041949,宾·沙普斯坦,8.600000000000001
1038543,约翰·克里什,8.6
1383215,金泽洪充,8.6
1054524,克里斯托弗·诺兰,8.6
1022720,唐纳德·P·贝里萨里奥,8.6
1281200,罗娜·库克,8.6
1052174,鲁思·奥金,8.6
1016988,麦克·罗布,8.6
1025240,亚当·阿金,8.6
1403715,巴巴拉·威尔希尔,8.6
1331365,彼得·赛克斯,8.6
1019443,洛特·赖尼格,8.6
1001288,莫里斯·恩格尔,8.6
1319404,朱瘦菊,8.6
1293002,布鲁斯·奈保,8.6
1307694,Vitcha Gojiew,8.6
1295451,Monique Renault,8.6
1307741,托比·海恩斯,8.6
1008118,赫拉多·埃雷罗,8.6
1034282,雷·阿什利,8.6
1308566,尼亚尔·迈克考米克,8.6
1028060,谢尔盖·邦达尔丘克,8.6
1332269,爱德华·阿巴洛夫,8.6
1276097,洛芙琳·坦丹,8.6
1001457,畑正宪,8.6
1105104,索伦·克拉格·雅格布森,8.6
1278533,雷诺伯特兰,8.6
1037804,弗拉基米尔·纳乌莫夫,8.6
1289061,莱蒙德·库姆,8.6
1290024,Ken Lidster,8.6
1328441,饺子,8.6
1316255,成田岳,8.6
1029188,亚历山大·阿洛夫,8.6
1037332,吕克·雅盖,8.6
1299537,Komgrit Triwimol,8.6
1124504,Guionne Leroy,8.6
1055157,西奥·安哲罗普洛斯,8.583333333333334
1042939,山本映一,8.566666666666668
1042903,吴永刚,8.566666666666666
1052326,石黑升,8.55
1051476,黄子华,8.55
1398077,今泽哲男,8.55
1002724,查理·卓别林,8.549999999999999
1113823,碧昂丝·诺尔斯,8.5
1364722,黄沙,8.5
1027229,崔·帕克,8.5
1050532,弗拉基米尔·缅绍夫,8.5
1319995,洼冈俊之,8.5
1343508,吉村爱,8.5
1320443,大塚恭司,8.5
1003550,查尔斯·布莱宾,8.5
1054831,雷克斯·英格拉姆,8.5
1003558,克里斯蒂·卡本纳,8.5
1025557,拉迪斯洛夫·斯塔维奇,8.5
1291446,蒂姆·麦肯莱斯,8.5
1037096,瓦里丝·侯赛因,8.5
1022607,弗里兹·弗里伦,8.5
1038335,约瑟夫·贾德森·科恩,8.5
1404496,黄炳,8.5
1300355,艾斯林·沃什,8.5
1052269,艾伯特·翰南·卡明斯基,8.5
1326282,多洛塔·科别拉,8.5
1351649,尹琪,8.5
1019384,吉米·村上,8.5
1006020,马科斯·伯恩斯坦,8.5
1315523,詹姆斯·加特纳,8.5
1311509,濑下宽之,8.5
1054366,达里尔·F·扎努克,8.5
1025052,史蒂芬·海伦伯格,8.5
1302009,肖娜·奥尔巴赫,8.5
1275113,巴克迪亚·库唐纳扎洛夫,8.5
1365477,卡希尔·约瑟夫,8.5
1000098,文森特·加洛,8.5
1335607,庄少荣,8.5
1335834,高雄统子,8.5
1382148,路易斯·肖·米利托,8.5
1398499,矢吹公郎,8.5
1044993,史蒂芬·戴德利,8.5
1274898,赖声川,8.5
1306202,休·韦尔什曼,8.5
1301396,颜学恕,8.5
1321845,吉川惣司,8.5
1356080,朱利安·纳皮尔,8.5
1288263,托尼·凯耶,8.5
1309342,内田贤治,8.5
1041570,手冢治虫,8.466666666666667
1041380,高畑勋,8.459999999999999
1014177,亚当·艾略特,8.45
1278324,史蒂夫·班德莱克,8.45
1133171,克里斯多夫·莫利斯,8.45
1084231,雅克·范·多梅尔,8.45
1018030,邓肯·琼斯,8.45
1366161,多米尼克·库克,8.45
1277051,罗杰·阿勒斯,8.45
1314051,五十岚卓哉,8.45
1047998,埃米尔·库斯图里卡,8.45
1053585,杨德昌,8.433333333333334
1054439,宫崎骏,8.414285714285715
1348651,艾利克斯·霍姆斯,8.4
1018596,简·皮克瓦,8.4
1015202,保罗·布里兹,8.4
1315789,林农,8.4
1005638,玛丽昂·亨泽尔,8.4
1406548,古贺豪,8.4
1033381,佩波·丹科瓦特,8.4
1139808,吉姆·罗斯·斯图尔特,8.4
1016922,恩斯特·马里施卡,8.4
1360038,长崎健司,8.4
1015268,盖坦··布里兹,8.4
1363207,陆剑梅,8.4
1161510,杨小仲,8.4
1032625,理查德·威廉姆斯,8.4
1343858,田中亮,8.4
1022678,李·昂克里奇,8.4
1329855,原雅轩,8.4
1279705,马克·伯顿,8.4
1353395,迈克尔·格兰达吉,8.4
1301025,保罗·威尔姆斯赫斯特,8.4
1378464,诺拉·托梅,8.4
1008425,艾尔玛·克洛斯,8.4
1034484,马克·布鲁蒙德,8.4
1292591,马库斯·莫迪默,8.4
1041814,彼德·卡索维茨,8.4
1001272,杨·卡达尔,8.4
1028884,让-卢普·于贝尔,8.4
1037823,莎拉·赫林斯,8.4
1310558,安东尼·马拉斯,8.4
1037728,尤内斯库,8.4
1033144,约瑟夫·布鲁克斯,8.4
1280874,劳伦斯·戈登·克拉克,8.4
1355233,邓在军,8.4
1009827,萨米埃尔·本谢特里,8.4
1363208,刘玉洁,8.4
1018430,阿迪提亚·乔普拉,8.4
1014825,莉娜·亚达夫,8.4
1283659,尼瓦·菲克曼,8.4
1036805,拉兹·卡普尔,8.4
1021273,马克斯·杜伊,8.4
1051687,路易斯·爱德华多·奥特,8.4
1029009,伊万·莫兹尤辛,8.4
1037581,菲尔·罗曼,8.399999999999999
1090815,维克多·艾里斯,8.399999999999999
1012868,雅克斯·波斯纳德,8.399999999999999
1029157,冲浦启之,8.399999999999999
1295647,基里安·里霍夫,8.399999999999999
1162794,山田洋次,8.370454545454546
1303681,汤姆·摩尔,8.366666666666667
1360581,尾石达也,8.366666666666667
1019101,詹姆斯·阿尔格,8.366666666666667
1315309,万籁鸣,8.366666666666667
1034659,芝山努,8.353333333333333
1325340,孙泰谦,8.350000000000001
1032593,伊利·曼佐,8.350000000000001
1012622,杰克·高德,8.35
1164796,袁牧之,8.35
1004988,谢尔盖·爱森斯坦,8.35
1016671,凯文·科斯特纳,8.35
1356416,乔西·洛克,8.35
1321373,桥本昌和,8.35
1276632,比尔·安德森,8.333333333333334
1041646,阿贝尔·冈斯,8.333333333333334
1161849,山中贞雄,8.333333333333334
1037088,丹尼尔·皮特里,8.333333333333334
1039859,出渊裕,8.3
1343105,张钢,8.3
1317074,安藤桃子,8.3
1010646,弗兰克·威利,8.3
1388426,京极义昭,8.3
1015001,克里斯多夫·卢基亚,8.3
1054530,梅尔·吉布森,8.3
1025416,肯·安纳金,8.3
1045410,尼古拉斯·希特纳,8.3
1320738,罗德尼·吉本斯,8.3
1323868,梁沪生,8.3
1048310,理查德·C·萨拉菲安,8.3
1050574,乔拉·赫兹,8.3
1351393,罗伯特·艾格斯,8.3
1009244,威廉·汉纳,8.3
1042313,马修·沃楚斯,8.3
1294808,帕斯卡莱·普扎杜,8.3
1293683,马克·奥斯本,8.3
1336339,唐敬睿,8.3
1343106,周洁,8.3
1333817,菅原伸太郎,8.3
1288481,鲁斯塔姆·哈姆达莫夫,8.3
1344038,徐昂,8.3
1285034,埃里克·古德伯格,8.3
1023734,雷内·曼佐,8.3
1023773,卢克·迪昂,8.3
1045616,费迪南多·巴尔迪,8.3
1054533,斯坦利·库布里克,8.3
1321948,耶斯伯·穆勒,8.3
1321949,Sinem Sakaoglu,8.3
1284829,科奇·吉尔佐,8.3
1321950,赫尔穆特·菲希尔,8.3
1284475,罗伯茨·甘纳韦,8.3
1066683,拉斯洛·拜奈代克,8.3
1023719,安杰伊·亚基莫夫斯基,8.3
1021066,弗兰科·皮亚维奥利,8.3
1028891,马丁·苏力克,8.3
1015633,森淳一,8.3
1003766,松山善三,8.3
1348500,山本裕介,8.3
1313103,普特鹏·普罗萨卡·那·萨克那卡林,8.3
1313104,华森·波克彭,8.3
1330315,让-丹尼尔·维哈吉,8.3
1313823,俞仲英,8.3
1036959,罗内特·艾尔卡贝兹,8.3
1280916,格雷姆·克利福德,8.3
1362256,周申,8.3
1362257,刘露,8.3
1314369,加藤敏幸,8.3
1011987,芹川有吾,8.3
1195533,麦克·迈克高文,8.3
1176379,约翰·莫顿,8.3
1028585,斯特凡·科曼达雷夫,8.3
1023853,帕维尔·祖拉契克,8.3
1032833,彼特·纳斯,8.3
1394000,余纪,8.3
1025291,路易·德·菲奈斯,8.3
1341214,忻钰坤,8.3
1332531,理查德·J·刘易斯,8.3
1306447,阿努拉格·巴苏,8.3
1306786,斯里兰姆·拉格万,8.3
1274953,希提·麦克唐纳,8.3
1002858,约瑟夫·巴伯拉,8.3
1355872,伯努瓦·菲利,8.3
1308538,施洛米·艾尔卡贝兹,8.3
1355871,亚历山大·西伯恩,8.3
1280080,卡罗·卡雷,8.3
1274487,琵亚芭苏伦·戴娃,8.3
1274473,菲尔·马洛伊,8.3
1027488,拉塞尔·皮特斯,8.3
1274404,李廷香,8.3
1003494,张国荣,8.3
1329850,塔康基·维拉万,8.3
1009705,科斯汀·谢里丹,8.3
1037609,爱德华·霍尔,8.3
1343587,尼玛·贾维迪,8.3
1281446,托尼·克莱格,8.3
1327782,王泽,8.3
1037722,古斯塔沃·罗恩,8.3
1406719,谢金涂,8.3
1406720,胡树儒,8.3
1315899,陈朱煌,8.3
1037707,吉扎·拉德瓦尼,8.3
1005173,保罗·奥斯特,8.3
1037795,理查德·塞尔,8.3
1274998,汤姆·霍珀,8.299999999999999
1322088,杰伊·欧力瓦,8.28
1160385,蒂姆·沙利文,8.275
1045207,拉杜·米哈伊列亚努,8.266666666666667
1010988,山本萨夫,8.266666666666667
1314133,大槻敦史,8.266666666666666
1007227,费尔南多·索拉纳斯,8.266666666666666
1027204,布拉德·伯德,8.26
1277208,简·安德森,8.25
1032533,西恩·马提亚斯,8.25
1026319,石原立也,8.25
1152034,贝拉·塔尔,8.25
1041486,彼得·沃特金,8.25
1036894,尼克·帕克,8.25
1014584,弗雷德·尼勃罗,8.25
1336351,并木道子,8.25
1004767,亚历桑德罗·佐杜洛夫斯基,8.25
1055607,彼得·霍顿,8.25
1033966,佐藤顺一,8.242857142857144
1034163,浅香守生,8.233333333333334
1274349,渡边信一郎,8.233333333333334
1103667,李沧东,8.233333333333334
1316280,岑范,8.233333333333333
1322919,大卫·卡森,8.225
1054506,杨·史云梅耶,8.225
1002972,拉里·皮尔斯,8.200000000000001
1113530,米克·杰克逊,8.200000000000001
1109593,罗斯·凯特尔,8.2
1023579,亨利·科尼利厄斯,8.2
1336274,西蒙·斯通,8.2
1008351,五所平之助,8.2
1277586,皮特·阿凡季诺,8.2
1321192,长尾武奈,8.2
1041967,爱德华·塞奇威克,8.2
1005532,钦吉兹·阿布拉泽,8.2
1002854,林赛·安德森,8.2
1023115,巴德·伯蒂彻,8.2
1000799,让-巴普蒂斯特·安德烈,8.2
1009869,依莱姆·克里莫夫,8.2
1043579,黄佐临,8.2
1009883,阿内·拉鲁,8.2
1278422,爱德华·贝尔格,8.2
1321240,小林义则,8.2
1013739,比麦尔·洛伊,8.2
1031892,威廉姆·H·梅西,8.2
1340053,琪琴高娃,8.2
1033036,朱塞佩·贝托鲁奇,8.2
1381669,金希元,8.2
1045411,弗兰克·皮尔森,8.2
1356417,西蒙·戈德温,8.2
1304088,维克多·马尔多纳多,8.2
1293731,菲利普·奥托尼,8.2
1304614,桑德拉·菲林格,8.2
1304837,安德烈斯·拜斯,8.2
1012691,林德·豪尔曼,8.2
1322586,奥赞·阿培尔 ,8.2
1001421,比尔·道格拉斯,8.2
1032275,维克多·弗莱明,8.2
1033771,保罗·菲尔林格,8.2
1032729,弗谢沃罗德·普多夫金,8.2
1382173,陈小娟,8.2
1111367,赖成英,8.2
1043125,罗斯·大卫尼斯,8.2
1002802,朗·钱尼,8.2
1046650,丹尼尔·里贝罗,8.2
1275132,梅峰,8.2
1008206,鲁珀特·朱利安,8.2
1291924,蒂姆·梅特卡夫,8.2
1310729,安德里亚·加西亚,8.2
1121582,托娃·马格努松,8.2
1051650,阿瑟·罗森,8.2
1313122,内森·格雷诺,8.2
1252416,Neya Zorkaya,8.2
1022582,安东尼奥·班德拉斯,8.2
1062431,加里·巴尔丁,8.2
1297516,西蒙·肖尔,8.2
1041428,吉洛·彭泰科沃,8.2
1054384,朱迪·丹奇,8.2
1135791,罗伯特·摩尔,8.2
1036986,胜新太郎,8.2
1036995,加森·卡宁,8.2
1324736,张天赐,8.2
1371802,徐遇安,8.2
1028779,詹姆斯·涅尔森,8.2
1055258,詹姆斯·惠尔,8.2
1054451,阿尔·帕西诺,8.2
1315136,胡庶,8.2
1017039,朱塞佩·德·里格罗,8.2
1006598,列昂蒂内·萨冈,8.2
1028721,埃文·坎明斯,8.2
1385663,张跃平,8.2
1041641,保罗·博加特,8.2
1339127,托马斯·绍博,8.2
1050692,汉娜·玛克玛尔巴夫,8.2
1009958,路易斯·瓦尔德斯,8.2
1320438,吉田健,8.2
1320368,叶山浩树,8.2
1032853,科林·纳特利,8.2
1008160,戴维·汉德,8.2
1380096,津田尚克,8.2
1379964,长谷井宏纪,8.2
1342622,八锹新之介,8.2
1358173,李娜静,8.2
1016896,森本晃司,8.2
1292149,吉勒斯·米莫尼,8.2
1339126,海琳·吉罗,8.2
1290520,尤洛斯·林,8.2
1008290,理查德·欧文,8.2
1275368,水岛努,8.185714285714285
1041024,王家卫,8.183333333333334
1029882,新房昭之,8.177777777777777
1313002,皮埃尔·布特龙,8.175
1293463,米歇尔·欧斯洛,8.175
1054444,昆汀·塔伦蒂诺,8.175
1275039,马基德·马基迪,8.166666666666666
1038094,格拉德·拉乌兹尔,8.15
1032325,安杰伊·瓦伊达,8.15
1012521,大卫·芬奇,8.15
1045330,让·贝克,8.15
1054421,李安,8.15
1007073,特瑞·琼斯,8.15
1323799,奥里奥尔·保罗,8.15
1018279,富兰克林·沙夫纳,8.149999999999999
1315216,布莱恩·G·赫顿,8.149999999999999
1028091,米尔科·曼彻夫斯基,8.149999999999999
1023814,杉井仪三郎,8.142857142857142
1036409,阿方索·卡隆,8.14
1042523,富野由悠季,8.14
1041833,埃利达尔·梁赞诺夫,8.133333333333333
1316868,万古蟾,8.133333333333333
1160301,罗伯特·斯蒂文森,8.133333333333333
1000654,马修·巴尼,8.133333333333333
1049904,唐·布鲁斯,8.133333333333333
1005177,新海诚,8.133333333333333
1298565,约翰·史翠兰,8.133333333333333
1054529,黑泽明,8.113636363636363
1291384,黛林太郎,8.100000000000001
1044872,韦斯·安德森,8.100000000000001
1397530,贝泽幸男,8.100000000000001
1032937,约翰·朗斯伯里,8.100000000000001
1398858,张华坤,8.1
1317293,韩赤飞,8.1
1028903,维多里奥·德赛塔,8.1
1005556,格里高利·亚历山德罗夫,8.1
1375266,穆斯塔法·塔吉扎德赫,8.1
1283996,易卜拉欣·法扎什,8.1
1055664,蒂姆·亨特,8.1
1299744,保罗·安文,8.1
1284640,莎拉·加芙隆,8.1
1018788,康斯坦丁·罗普桑斯基,8.1
1010581,切瓦特·埃加福特,8.1
1000292,沃尔特·塞勒斯,8.1
1028488,杜奇奥·泰萨利,8.1
1041194,查尔斯·马丁·史密斯,8.1
1036863,达尔顿·特朗勃,8.1
1041242,迪克·鲍威尔,8.1
1298822,斯文·泰迪肯,8.1
1036943,达格·卡利,8.1
1041350,肯尼斯·约翰逊,8.1
1004720,亚历山大·佩恩,8.1
1329645,丹·斯坎隆,8.1
1011182,斯特凡·乌赫尔,8.1
1004875,大卫·格里菲斯,8.1
1355909,杉山卓,8.1
1032787,梭姆·艾伯哈特,8.1
1018716,安东尼·哈维,8.1
1135711,中野昭庆,8.1
1129544,埃里克·梅泰耶,8.1
1292220,杰米·米切尔,8.1
1367874,王星军,8.1
1360297,雷米·沙耶,8.1
1033545,查尔斯·赖斯纳,8.1
1327953,朴奎泰,8.1
1392346,汤姆·沃尔夫,8.1
1316014,钱家骏,8.1
1314220,寺本幸代,8.1
1005269,让-保罗·卢弗,8.1
1299248,麦克·特米尔,8.1
1391633,安德丽·贝斯孔,8.1
1021250,让·雅克·安德里恩,8.1
1337094,石川淳一,8.1
1054427,达斯汀·霍夫曼,8.1
1255947,巴伦·博·欧达尔,8.1
1332371,史蒂文·西尔弗,8.1
1341381,永井聪,8.1
1321069,龟井干太,8.1
1295047,史蒂芬·奎,8.1
1014359,达内尔·马丁,8.1
1025627,朱里安·埃米亚斯,8.1
1293454,萨杜斯·奥沙利文,8.1
1048134,比尔·帕克斯顿,8.1
1023186,杰瑞米·托马斯,8.1
1047323,曼弗雷德·杜尼约克,8.1
1014327,凯利·阿斯博瑞,8.1
1359754,张涛,8.1
1274537,让-马克·瓦雷,8.1
1350697,陈正鸿,8.1
1276716,雅什·乔普拉,8.1
1014659,胡安玛·巴霍·乌略亚,8.1
1045455,让·维果,8.1
1398262,亚伦·霍瓦斯,8.1
1322223,安浓高志,8.1
1288860,艾伦·科勒林,8.1
1398263,皮得·里达·米切尔,8.1
1009748,沃夫冈·雷瑟曼,8.1
1048381,罗伯特·维内,8.1
1295056,狄莫瑞·奎,8.1
1351462,蔡志忠,8.1
1050931,瓜蒂耶罗·雅克佩蒂,8.1
1376933,朱利安·内尔,8.1
1318420,八角哲夫,8.1
1356841,吉田照幸,8.1
1318781,王瑞,8.1
1004513,雷吉斯·瓦格涅,8.1
1296059,马丁·罗森,8.1
1351463,蔡明钦,8.1
1324415,彼得·拉姆齐,8.1
1001293,亚历山大·雅丁,8.1
1336809,大卫·格林德利,8.1
1289888,彼得·勒文,8.1
1342284,小林俊一,8.1
1029590,蜷川实花,8.1
1319840,约翰·亚历山大,8.1
1023597,尼古拉斯·加斯纳,8.1
1028090,杰克·阿诺德,8.1
1320535,张新武,8.1
1320881,程耳,8.1
1023260,克洛德·齐迪,8.075
1013894,赛尔乔·莱昂内,8.066666666666666
1000706,彼得·布鲁克,8.066666666666666
1019309,让·鲁什,8.066666666666666
1028706,理查德·赫夫伦,8.066666666666666
1069708,大卫·巴特勒,8.059999999999999
1302745,铃木雅之,8.053846153846154
1054518,让-皮埃尔·热内,8.05
1048139,芭芭拉·史翠珊,8.05
1397717,河浪荣作,8.05
1048465,卡尔·卡切纳,8.05
1023104,阿曼德·马斯楚安尼,8.05
1292890,中江裕司,8.05
1310636,唐·霍尔,8.05
1300949,克里斯·威廉姆斯,8.05
1274278,曹保平,8.05
1161809,史蒂芬·惠特克,8.05
1164635,大友克洋,8.05
1014767,安东尼奥·彼得兰杰利,8.05
1148198,清水宏,8.05
1090583,西德尼·富兰克林,8.05
1316254,平野真,8.05
1031792,巴斯特·基顿,8.040000000000001
1041490,伯恩哈德·维基,8.033333333333333
1284926,雅克-雷米·杰瑞德,8.033333333333333
1274367,游达志,8.033333333333333
1316869,何玉门,8.033333333333333
1326392,木下高男,8.025
1307522,尼提瓦·塔拉吞,8.025
1025413,扬·特洛尔,8.025
1050398,皮亚托·杰米,8.025
1027847,迈克·乔吉,8.0
1369112,马尼·沙恩卡尔,8.0
1339951,安迪·戈达德,8.0
1341869,马赛厄斯·马尔修,8.0
1028066,谢米姆·萨尔弗,8.0
1032992,马库斯·罗森穆勒,8.0
1373311,新城卓,8.0
1027479,让-皮埃尔·梅尔维尔,8.0
1028749,塞里夫·格仁,8.0
1336525,赖舒·彼查,8.0
1027151,列维·施瑞博尔,8.0
1366547,邹江,8.0
1029235,乔治·史威兹贝尔,8.0
1013917,约翰·拉塞特,8.0
1029286,乌戈·格雷戈雷蒂,8.0
1014385,托马斯·班加尔特,8.0
1343563,劳尔·德·拉·富恩特,8.0
1336198,八木龙一,8.0
1346304,角木肇,8.0
1031893,比利·克里斯托,8.0
1028895,斯特凡·奥比尔,8.0
1360568,川村泰,8.0
1033142,伊夫·布瓦塞,8.0
1005145,小林正树,8.0
1302768,小椋久雄,8.0
1277421,莫伊拉·阿姆斯特朗,8.0
1001706,施特凡·柏拉,8.0
1303059,尹仁灏,8.0
1304934,阿维德·威贝尔,8.0
1304944,海蒂·威特林格,8.0
1002722,沃伦·比蒂,8.0
1305698,赵元,8.0
1306034,安娜·米利克扬,8.0
1308654,文森特·帕兰德,8.0
1019227,迈克尔·托林,8.0
1003084,合田浩章,8.0
1274397,裵鏞均,8.0
1003512,格伦·乔丹,8.0
1274339,汤浅政明,8.0
1015616,张石川,8.0
1312785,山村浩二,8.0
1312896,吉田康弘,8.0
1313442,张勋,8.0
1355566,拉尔斯·格梅琳,8.0
1315142,曾念平,8.0
1173407,布莱恩·凯利,8.0
1169069,严俊,8.0
1302069,乔纳·马科维茨,8.0
1279395,彼得·博罗斯,8.0
1279794,路易斯·贝朗格,8.0
1287036,徐立功,8.0
1291772,柯坦·梅赫塔,8.0
1291311,伯尼·马丁森,8.0
1291212,真崎守,8.0
1417480,境宗久,8.0
1017875,卡尔·弗洛恩德,8.0
1293329,克洛德·纽里德萨尼,8.0
1288992,克里斯·克劳斯,8.0
1295006,玛丽·佩雷努,8.0
1000538,理查德·艾尔,8.0
1287043,胡进庆,8.0
1286577,Steve Hickner,8.0
1280354,克里斯蒂安·塞加夫斯克,8.0
1285940,约翰·李·汉考克,8.0
1298480,巴勃罗·斯托尔,8.0
1282838,弗朗索瓦·杜佩洪,8.0
1000843,克雷格·迈克科雷肯,8.0
1299064,瑞秋·特纳,8.0
1282251,潘·丹萨姆,8.0
1404704,克里斯托弗·列昂,8.0
1404703,乔奎因·科西纳,8.0
1280481,布兰达∙查普曼,8.0
1301260,杰西卡·霍普伍德沃思,8.0
1346374,郑秉珏,8.0
1019503,克洛德·皮诺托,8.0
1315887,姜炯哲,8.0
1045371,卡罗琳·汤普森,8.0
1322367,亨利·亚历克斯·鲁宾 ,8.0
1322508,唐英奇,8.0
1322535,达米安·纽诺,8.0
1322688,葛桂云,8.0
1042839,诺夫·舒贝尔,8.0
1023471,皮娜·鲍什,8.0
1009826,杰瑞·沙茨伯格,8.0
1380796,陆青,8.0
1041612,加里·戈德曼,8.0
1014577,耶尔齐·卡瓦莱罗维奇,8.0
1041466,玛嘉·莎塔琵,8.0
1010182,森田宏幸,8.0
1040883,H·C·波特,8.0
1010665,查尔斯·劳顿,8.0
1038789,大卫·萨克尔,8.0
1038607,Pjotr Sapegin,8.0
1328866,李成韩,8.0
1331605,塔尔·格兰尼特,8.0
1331606,沙龙·迈蒙,8.0
1376125,小野败仔,8.0
1035524,大卫·雷,8.0
1331758,让-克里斯托夫·罗热,8.0
1332038,森田修平,8.0
1009674,特拉维斯·费恩,8.0
1350696,钱家骍,8.0
1025504,梅尔文·弗兰克,8.0
1389256,雷雨,8.0
1316912,唐澄,8.0
1005806,德比·伊斯特,8.0
1317733,佐藤敬一,8.0
1006607,斋藤耕一,8.0
1386506,大卫·摩尔,8.0
1316873,周克勤,8.0
1352555,中野量太,8.0
1014660,托默克·巴金斯基,8.0
1054403,亚利桑德罗·冈萨雷斯·伊纳里图,8.0
1051535,文森特·帕塔尔,8.0
1319056,詹同,8.0
1319345,王川,8.0
1050634,凯伦·亚瑟,8.0
1014717,胡安·帕罗·里贝拉,8.0
1351026,岳路,8.0
1023205,唐·赫兹菲尔德,8.0
1088174,盖-马努尔·德霍曼-克里斯托,8.0
