MOVIE_ID,DOUBAN_SCORE,MINS,REGION,GENRE,ACTOR_ID,DIRECTOR_ID
1308979,7.5,108,6.737468037,6.636102431,7.144495324,7.1
1308983,7.5,103,6.991444529,6.519208201,7.410357143,6.925
1308984,5.5,97,6.737468037,6.233688876,6.095767196,6.353846154
1308987,7.1,115,6.549705305,6.627777847,7.172165296,6.783333333
1308989,6.9,118,6.549705305,6.675299314,6.794577562,7.3
1308991,6.8,95,6.452890627,6.584666252,6.861428571,6.525
1308994,7.6,119,6.549705305,6.855509313,7.178121304,7.6
1308995,7.4,101,6.549705305,6.03055064,7.116302678,6.133333333
1308997,7.6,106,6.549705305,6.897804569,7.274484317,7.111111111
1309000,6.7,113,6.737468037,6.445793534,6.559214336,7.2
1309003,8.3,125,6.990150426,7.064643545,7.249142857,7.966666667
1309004,8,136,5.777796902,7.020281175,6.685155678,6.88
1309005,8.2,132,6.991444529,6.729106826,7.451686728,8.370454546
1309006,6.9,99,7.000461656,6.652851356,6.938888889,6.833333333
1309007,6.1,93,6.549705305,6.771313873,6.126666667,6.25
1309010,8.1,90,7.086483476,7.214334459,7.427460317,8.033333333
1309011,7.5,91,6.549705305,6.835758805,7.154453811,7.466666667
1309013,7.1,106,6.4374572,6.831017953,6.673875892,6.333333333
1309014,6.8,111,6.991444529,6.463633724,7.004822113,6.366666667
1309015,8.4,126,6.911584198,6.913365423,7.547352941,8.1
1309017,8.4,136,6.737468037,6.953464436,7.383018911,7.533333333
1309018,5.3,101,6.080020149,6.855509313,5.98535225,5.466666667
1309019,7.1,105,6.736746215,6.855509313,7.083028103,6.911111111
1309021,7.8,121,6.737468037,6.291521437,7.134407611,7.02
1309025,7.2,100,6.549705305,6.706389949,6.93,6.9
1309028,6.2,115,6.556583422,6.502919348,6.926767677,7.233333333
1309029,7.5,104,6.841888901,6.387737884,7.141841304,7.510897436
1309032,6.4,90,6.549705305,6.236790309,6.701690009,6.65
1309033,7.3,99,6.549705305,6.754180334,6.925551378,7.666666667
1309037,7,118,6.858491076,6.703688336,7.064026316,6.8
1309038,6.9,98,6.452890627,6.936208316,6.962222222,6.95
1309040,7,103,6.549705305,6.790621142,6.994444444,7
1309042,7,129,6.549705305,6.582585491,6.757026515,7.2375
1309049,6.7,81,6.549705305,6.769635752,6.872777778,6.7
1309050,7.6,113,6.549705305,6.853260076,7.054224109,7.55
1309052,7.3,143,6.825121229,6.703655084,7.000363248,7.45
1309061,7.4,95,6.854763399,6.652851356,7.403076923,7.55
1309063,6.7,98,6.549705305,6.627777847,6.986878095,7.55
1309070,8,170,6.737468037,7.064643545,7.454149168,7.664285714
1309071,8.4,144,6.853382423,6.732937196,7.269637475,7.385714286
1309072,7.3,91,7.091925466,6.729106826,6.9,6.6
1309074,6.3,112,6.991444529,6.158159417,6.871081349,6.485714286
1309078,8.3,140,6.549705305,6.308272634,7.153175228,7.82
1309080,7.5,114,6.549705305,6.49609158,6.79127938,6.5
1309083,6.9,103,6.825121229,6.754180334,6.994986111,6.45
1309085,8.4,152,6.549705305,7.221975007,7.394871795,7.5875
1309087,7.3,143,6.618574969,6.855509313,6.97989418,7.6
1309088,7.5,101,6.745927315,5.959835992,6.886861761,7.066666667
1309090,7.6,118,6.858491076,7.236441335,7.119796798,7.05
1309091,6.5,97,6.81809439,6.395129045,6.92652381,6.5875
1309094,6.4,92,6.549705305,6.583964215,6.868888889,6.585714286
1309096,7.8,112,6.549705305,6.855509313,7.156256666,7.35
1309099,8.5,105,7.100537153,6.729106826,7.571666667,8.5
1309103,6.6,106,6.737468037,6.392366165,6.708953081,6.5875
1309108,6.6,106,6.549705305,6.703688336,6.744479167,6.6
1309116,8.1,146,6.825121229,6.361808955,7.095977521,7.258333333
1309118,6.7,129,6.549705305,6.460553993,7.225599355,6.625
1309119,7.5,111,6.815182254,7.020281175,7.007295322,6.95
1309120,7.1,109,6.549705305,6.675299314,6.660515873,7.1
1309121,7.6,138,6.895651634,6.855509313,7.197227152,7.766666667
1309136,7.1,131,6.862352652,6.465879556,7.214507937,7.24
1309145,7,103,6.549705305,6.407966646,6.988254706,6.342857143
1309148,6.4,90,6.995156472,6.627777847,6.984414832,6.325
1309150,6.1,93,6.452890627,6.61765238,6.269583333,6.616666667
1309151,6.5,101,6.549705305,6.502919348,6.464878555,6.875
1309153,6.9,108,6.549705305,6.263076333,7.03605665,6
1309155,7.5,95,6.695905284,7.003044305,7.035668096,7.5
1309156,8.5,87,6.549705305,6.835758805,7.613076437,8.4
1309160,7.6,101,6.667000667,6.460553993,7.067812188,7.042857143
1309163,8.5,123,6.549705305,6.729106826,7.670482257,7.95
1309164,7.2,106,6.858491076,6.855509313,7.146067251,8
1309165,7.6,90,6.549705305,6.776628293,6.68030303,7.6
1309170,7.6,82,6.549705305,6.703688336,7.08125,6.833333333
1309171,7,96,6.549705305,6.263076333,7.103253968,6.45
1309173,6.8,141,6.825121229,6.729106826,6.839089209,7.233333333
1309174,6.4,119,6.549705305,6.703688336,6.606744147,7.355555556
1309179,6.2,93,6.549705305,6.293486266,6.618044319,7.32
1309181,6.2,93,6.737468037,6.675299314,6.808308824,6.52
1309183,8.1,120,6.549705305,6.855509313,7.240996504,8.1
1309184,6.9,113,6.556583422,5.818628695,6.191984127,6.55
1309192,7.6,107,6.549705305,6.703688336,6.901160714,7.7
1309193,5.9,94,6.737468037,6.648749057,6.078797847,6.35
1309196,6.5,119,6.549705305,6.627777847,6.938581883,7.2
1309197,7,106,7.027820379,6.855509313,7.105,6.9
1309201,7.8,86,6.549705305,6.923082363,7.155344538,7.75
1309203,7.6,119,6.549705305,6.703688336,7.034142857,7.34
1309205,7.3,128,6.549705305,6.779189184,6.87750947,6.866666667
1309206,8.3,107,6.737468037,7.06023555,6.669940476,6.857142857
1309211,6.2,103,6.912241978,6.570472001,6.702965385,7.033333333
1309212,6.9,130,6.993680881,6.855509313,7.107083333,6.9
1309214,6.6,108,6.549705305,6.463633724,6.846666667,6.9375
1309226,7.4,100,5.777796902,6.831862838,6.876944444,7.266666667
1309235,7.8,90,5.777796902,6.703688336,6.751329323,6.725
1309297,7.1,93,6.382243395,6.754180334,6.378892259,6.49
1310153,7.5,111,6.847698859,7.196073622,7.084049347,6.788888889
1310159,8,107,6.382243395,6.70095347,6.47259771,7.103703704
1310174,7.3,113,6.645550296,6.703688336,6.814290677,7.28
1310175,8.2,119,6.549705305,6.263076333,7.511666667,7.191428571
1310176,8.5,111,6.916638077,6.460553993,7.777378129,7.707692308
1310179,8.9,125,6.549705305,7.141633523,8.761904762,8.733333333
1313473,7.4,123,6.384620716,6.855509313,7.456316288,7.408333333
1316499,7.2,96,5.777796902,6.855509313,7.408333333,7.157142857
1316510,8.7,113,6.382243395,6.576324814,6.883579228,6.606666667
1316511,8.2,98,5.777796902,7.104809983,7.773989899,7.133333333
1316522,7,113,6.549705305,6.912684657,7.264333333,7.184615385
1316524,7.7,99,7.093077624,6.488584383,7.648541667,7.54
1316537,8.1,128,6.188932496,6.855509313,7.225,7.7
1316540,7.2,100,7.086483476,6.703688336,6.874753695,7.1
1316553,6.9,80,7.086483476,6.754180334,7.14,6.9
1316560,8.4,78,7.205974026,7.094744643,8.3375,7.928571429
1316565,8.4,94,5.777796902,7.020281175,6.984375,6.266666667
1316572,8.4,100,6.991444529,6.855509313,7.140383659,7.1
1316580,8.5,103,6.557081633,6.855509313,8.056666667,7.166666667
1316589,7.5,111,6.991444529,6.855509313,7.140023224,7.3
1316625,7.4,113,7.100537153,6.729106826,7.087912088,6.95
1316647,7.4,113,7.100537153,6.526706268,7.178148148,7.7
1316683,8.5,96,6.991444529,6.883105391,7.499074074,7.622727273
1322674,8.2,94,7.093510314,6.855509313,7.783333333,7.466666667
1322848,8.8,95,6.825121229,6.754180334,7.518,8.3
1322851,7,116,5.777796902,6.855509313,6.617132671,7.157142857
1323747,7.4,98,6.802854701,6.65488077,7.50462963,7.627272727
1323749,8,103,6.382243395,6.703688336,6.495192393,7.2125
1325399,6.8,113,6.188932496,6.538791023,6.417535354,6.166666667
1325835,5.9,116,5.777796902,6.855509313,5.731481481,7.133333333
1328665,8.6,121,6.991444529,6.754180334,7.295245177,7.936842105
1329286,6.8,97,6.382243395,6.855509313,6.381310541,7.2125
1329562,7.3,107,6.686843962,6.506834365,6.405162322,6.775320513
1329962,6.6,107,6.382243395,6.729106826,6.28304005,7.45
1329969,9,161,5.777796902,6.951297334,8.91,8.233333333
1337287,7,184,6.818859924,6.567281167,6.917998011,6.971428571
1338056,6.6,100,6.991444529,6.553622943,6.863819338,6.975
1340361,6.4,90,6.549705305,6.361808955,6.39484127,6.4
1340522,7.3,90,7.086483476,6.729106826,7.272890406,7.507692308
1347376,7.2,123,6.610337341,6.855509313,6.692222222,7.16
1353725,7.6,97,6.382243395,6.602704339,6.384920107,6.014285714
1353745,8.4,90,7.086483476,6.718653641,8.052083333,7.54
1358386,6.7,95,6.991444529,5.565499255,6.89,6.164285714
1358418,7.1,128,7.093077624,6.729106826,7.084166667,7.707692308
1358421,7.7,98,6.382243395,6.652851356,6.439204338,7.328571429
1358423,7.8,108,6.923616305,6.729254994,7.188020833,7.35
1358443,7.5,97,6.948720275,6.729106826,7.183003953,7.666666667
1361253,6.5,109,6.188932496,6.652851356,6.496296296,6.6
1361270,7.2,110,7.028547081,6.652851356,7.258680556,7.283333333
1361276,8.5,138,7.093077624,6.750078036,7.486125541,7.918181818
1364815,7.6,118,6.991444529,6.602704339,6.78,6.775
1366165,8.9,104,6.991444529,6.855509313,8.300496732,8.65
1366853,7.3,110,6.382243395,6.578530085,6.028474468,7.45
1369831,7.5,98,6.925230769,6.758628534,7.114583333,7.066666667
1370237,5.7,105,6.382243395,6.652851356,6.256270356,5.733333333
1370276,6.7,113,6.549705305,6.471205118,6.690880786,7.233333333
1382621,6.9,110,6.991444529,6.729106826,7.157592329,7.072727273
1385500,7.6,103,7.086483476,6.855509313,7.392916667,7.9875
1385567,7.3,88,6.382243395,6.918952197,6.751960784,6.545454545
1388170,7.5,134,6.188932496,6.953464436,6.914871795,6.855555556
1388215,7.6,95,6.549705305,6.754180334,7.525,7.6375
1388216,8.6,112,6.737468037,6.776628293,7.071920126,7.75
1388218,6.7,129,6.991444529,6.729106826,6.973778965,7.5
1388219,5.9,93,6.382243395,6.504079923,5.667438528,6.22
1389887,6.8,108,7.099671772,6.071758135,6.991005291,6.8
1389888,6.7,102,7.086483476,6.627777847,6.840674603,6.98
1389891,6.3,114,6.080020149,6.404350331,6.110512021,6.466666667
1389918,6.7,109,6.549705305,6.703688336,6.875313216,7.083333333
1389923,8.3,143,7.093077624,6.654951922,8.075952381,7.707692308
1389938,7.2,101,6.382243395,6.555253368,6.625267443,6.6625
1389949,8.5,197,6.916638077,6.831862838,7.76097669,7.877777778
1389971,7.6,104,6.188932496,6.602704339,7.059333333,7.033333333
1389980,6.3,105,6.188932496,6.627777847,6.44625,6.4
1389981,7.5,110,6.188932496,6.750078036,7.246568627,7.4
1389982,8.1,135,6.188932496,6.506834365,6.822706626,6.975
1389986,7.5,112,6.991444529,6.637536061,6.913492064,7.675
1390006,7.6,115,6.382243395,6.52645581,6.726289407,6.992307692
1390021,7,115,6.188932496,6.627777847,6.842777778,5
1393479,6.1,95,6.285587946,6.555506695,6.236908768,5.6
1394064,7.9,75,7.045990841,6.986272013,7.353626374,7.95
1394077,7.6,54,7.086483476,6.855509313,7.336333333,7.325
1394080,7.1,120,7.086483476,6.855509313,7.01031746,7.325
1394163,7.5,109,6.382243395,6.627777847,6.742612153,5.733333333
1394169,6.9,96,7.086483476,6.445793534,6.99162518,6.9
1394171,7.8,100,7.086483476,6.754180334,7.098809524,7.266666667
1394173,7.7,96,7.086483476,6.652851356,7.318059163,7.266666667
1394218,8.7,125,6.549705305,6.703688336,7.691376623,7.816666667
1394220,7.5,95,6.549705305,6.362304745,7.152678571,7.466666667
1394231,7.1,111,6.991444529,6.729106826,7.290537441,6.745454546
1394268,6.9,123,6.285587946,6.70220307,6.888611111,6.4
1394348,8.1,23,7.086483476,7.22226126,7.441666667,7.9875
1394424,7.8,90,6.590188513,6.387737884,7.8,7.166666667
1394425,7.3,95,6.382243395,6.729106826,6.643805273,6.566666667
1394469,6.9,86,7.100537153,6.540157473,7.063859649,7.4
1394488,8.6,110,5.998141264,6.713801915,6.702777778,7.943055556
1394495,8.2,97,5.777796902,6.754180334,7.955952381,6.733333333
1394515,8.2,133,6.991444529,6.855509313,7.641578974,7.622727273
1394535,7.2,116,6.991444529,6.855509313,7.133499792,7.52
1394543,7.2,110,5.777796902,6.729106826,7.01962406,6.983333333
1394774,7.8,105,6.899771463,6.855509313,7.504536489,6.875
1394823,7.7,186,6.815206186,6.729106826,7.270757576,7.1
1394825,7.6,85,6.452890627,6.576070902,7.016064491,6.9
1394874,7.2,95,6.991444529,6.855509313,6.991025641,6.752941177
1395080,8.5,119,6.991444529,6.70095347,7.270193574,7.8
1395231,7.8,116,6.188932496,7.020326085,6.926571429,7.4
1395458,6.8,104,6.188932496,6.652851356,6.836060606,6.8
1395459,6.7,87,5.777796902,6.602704339,6.243333333,6.2
1395577,6.2,129,7.086483476,6.460553993,6.825555556,6.788888889
1395578,7.6,109,7.086483476,6.50567931,7.039215686,7.416666667
1396301,7.5,85,6.902654867,6.723627776,7.1,7.15
1397184,7.1,93,6.890284814,6.703688336,7.141662835,6.25
1397350,6.5,113,6.991444529,6.855509313,6.944408906,6.7
1397550,7.9,94,5.777796902,6.754180334,7.057697368,7.9
1400123,5.4,110,6.382243395,6.91066381,6.036976912,4.85
1400269,7.3,112,6.991444529,6.855509313,7.518735659,7.45
1400665,7.2,89,6.382243395,6.652851356,6.450445727,7.206418919
1400668,6.9,90,6.382243395,6.405505386,6.625306051,6.566666667
1400673,6.8,93,6.382243395,6.405505386,6.596237452,6.688888889
1400829,8.4,117,7.093077624,6.652851356,8.016666667,7.84
1400868,7.8,101,6.382243395,6.395129045,6.689284136,7.01
1400869,6.4,98,6.382243395,6.158159417,6.607251082,6.06
1401130,7.4,102,5.777796902,6.855509313,6.501038961,7.05
1401138,6.2,115,6.188932496,6.03055064,6.773015873,6.6
1401174,7.2,135,6.991444529,6.855509313,7.229799964,7.158333333
1401180,7.1,94,6.382243395,6.555506695,6.521757881,6.566666667
1401185,6.7,93,5.777796902,6.729106826,6.346333333,6.75
1401205,5.9,153,6.116324264,6.505367468,6.262861087,7.103703704
1401206,7.9,101,6.549705305,6.790621142,7.237424242,7.3
1401209,8.5,91,6.994108311,6.855509313,7.414285714,8.45
1401212,7.5,99,6.382243395,6.743083709,6.497142857,7.5
1401221,7.1,98,6.382243395,6.071758135,6.799749799,6.525
1401234,6.5,92,6.382243395,6.855509313,6.685296161,7.1
1401245,7.2,98,6.382243395,6.729106826,7.2,7.12
1401256,7.2,104,6.991444529,6.602704339,6.977777778,8.2
1401264,8.2,118,6.382243395,6.570472001,7.619230769,7.466666667
1401265,7.8,95,6.382243395,6.309221608,6.88877415,7.103703704
1401268,8,102,5.777796902,6.855509313,8,6.733333333
1401282,7.9,102,5.777796902,6.855509313,7.588095238,7.133333333
1401328,8.1,139,6.991444529,6.439703078,7.594907407,7.35
1401329,7.6,144,6.991444529,6.009946893,7.583137552,7.35
1401333,7.7,88,7.086483476,6.855509313,7.461904762,7.92
1401335,5.9,79,6.549705305,5.86067428,6.1,6.15
1401338,7.8,92,5.777796902,6.602704339,6.997611111,6.771428571
1401371,7.8,124,7.09481106,6.750078036,7.577920635,7.35
1401383,7.3,120,6.188932496,6.812013483,6.988739177,7.1
1401385,8.6,138,6.549705305,6.855509313,7.56647343,7.477777778
1401390,6.3,99,6.382243395,6.627777847,6.186610033,6.244
1401470,7.3,102,6.991444529,6.652851356,6.919969697,7.4
1401481,7.8,103,6.080020149,6.855509313,6.541666667,7.8
1401496,8.1,140,6.991444529,6.776628293,7.195487231,7.411111111
1401501,6.7,91,6.991444529,6.855509313,7.528030303,7.1
1401503,7.6,107,7.086483476,6.754180334,7.111739568,7.22
1401513,7.5,87,7.162527352,6.855509313,7.43002736,7.54
1401518,7.5,82,6.991444529,6.502919348,7.081710438,7.4
1401519,6.8,80,6.991444529,6.966345838,7.325,6.752941177
1401520,8.4,137,6.991444529,7.196073622,7.973737374,8.65
1401521,8.2,41,6.991444529,6.623675549,7.680555556,8.65
1401523,6.9,111,6.188932496,6.541671573,7.041666667,6.933333333
1401527,7.6,125,6.382243395,6.855509313,7.301555556,6.95
1401530,7.1,114,6.991444529,6.729106826,6.556969697,7.25
1401533,7.5,126,6.737468037,6.280242243,6.919195286,7.3
1401534,6.3,72,6.549705305,7.013159365,6.854545455,6.85
1401570,7.7,100,6.991444529,6.445032588,7.138743856,7.4
1401572,7.7,97,6.382243395,6.754180334,7.031464912,6.533333333
1401573,6.1,91,6.382243395,6.627777847,6.587890717,6.533333333
1401582,7.5,95,7.093077624,6.855509313,7.673148148,7.52
1401603,8.3,60,6.549705305,6.769635752,7.362526409,8.3
1401604,7.9,77,6.556583422,6.835758805,7.545076923,7.4
1401612,7.5,123,7.099671772,6.846033767,7.825,7.41
1401613,7.4,120,7.093077624,6.407966646,7.81,7.41
1401614,7.4,90,7.086483476,6.718653641,7.601893939,7.306666667
1401616,7.3,80,7.086483476,6.735369314,7.3,7.306666667
1401618,8.3,115,7.086483476,6.654951922,8.05,7.92
1401619,8.3,95,7.077787192,6.776628293,7.633333333,7.92
1401622,7.2,75,6.925230769,6.393287593,7.164285714,7.683333333
1401623,6.6,121,7.069090909,6.855509313,7.025,6.6
1401684,6.3,104,6.382243395,6.405505386,6.527174303,6.244
1401756,8.5,222,7.086483476,7.087951202,8.5,8.333333333
1401845,7.8,107,6.188932496,6.855509313,7.688888889,7.8
1401848,7.3,100,6.188932496,6.855509313,6.866381766,7.46
1401859,7.5,86,6.991444529,6.555506695,7.16,7.35
1401871,6.1,96,6.467622227,6.155849306,6.85,5.8
1401874,5.9,118,6.188932496,6.627777847,6.475,6.914285714
1401877,7.9,76,6.991444529,6.855509313,7.916666667,8.05
1401879,7.7,111,6.991444529,6.855509313,7.377777778,7.077777778
1401884,7,105,6.991444529,6.855509313,7.285964912,7.725
1401885,6.7,96,6.991444529,6.729106826,7.878947368,7.725
1401886,7.4,100,7.100537153,7.196073622,7.30952381,7.95
1401890,7.9,89,7.093077624,6.648749057,7.738636364,7.441666667
1401895,8.3,68,7.205974026,6.855509313,8.033333333,7.928571429
1401900,8.6,97,6.784296029,6.855509313,7.938888889,8.4
1401904,8.1,125,6.842105263,6.744747939,8,8.25
1401905,8.6,114,6.695905284,6.627727969,8.5,8.25
1401918,5.2,98,7.080508187,6.210504284,5.2,6.733333333
1401921,6.9,103,6.991444529,6.652851356,7.604761905,7.746153846
1404400,6.6,114,6.991444529,6.703688336,6.920693589,6.6
1404698,8.1,98,6.991444529,6.855509313,7.919856459,7.790625
1404702,8.3,87,6.991444529,6.855509313,7.70981241,7.790625
1407149,8.5,100,6.356075949,7.065770017,7.005555556,8.3
1408130,7.3,106,6.382243395,6.627777847,6.959912953,7.103703704
1408312,7.9,87,6.472603179,6.652851356,6.355681915,6.14137931
1410557,6.7,110,6.549705305,6.384618501,6.52678733,5.544444444
1410695,5.2,90,6.382243395,6.776628293,6.009118643,6.16
1410735,7.3,93,7.086483476,6.855509313,7.195073892,7.38
1410795,6.3,114,6.858491076,6.654951922,6.871619048,7.4
1412573,8.2,90,7.086483476,6.463633724,7.555454545,8.1
1414803,7,114,6.903433476,6.401403088,6.983531746,7.3
1415213,6.1,96,6.382243395,6.627777847,6.722819473,6.525
1415573,7.7,112,6.188932496,7.020281175,7.307777778,7.2
1416437,7.7,71,6.991444529,6.699070819,7.706982219,7.7
1416448,7.7,95,7.093077624,6.754180334,7.338506494,7.4
1416677,7.5,99,6.817131655,6.729106826,7.5,7.306666667
1416702,8.9,90,6.991444529,6.652851356,8.308838384,8.370454546
1416722,7.3,88,6.472603179,6.555506695,6.44878061,6.14137931
1416728,7.5,85,6.382243395,6.58298665,6.864121273,7.040909091
1416762,7.2,115,7.061976951,6.463633724,7.31875,7.9875
1416842,7,95,6.991444529,6.754180334,7.745833333,7.1
1416846,7.9,106,6.991444529,6.754180334,7.615648148,6.7625
1416895,8.7,154,7.628718416,6.787109967,8.5,8.45
1416896,6.7,73,6.562962963,6.743083709,6.7,6.433333333
1416897,8,99,6.979674981,6.754180334,7.633333333,8
1416899,7.7,120,6.903433476,6.683681197,7.570285714,7.7
1416902,8.3,180,7.100537153,6.718653641,7.648333333,7.9
1416905,7.1,90,6.549705305,6.665463192,6.572222222,5.875
1417013,9,107,6.991444529,6.703688336,8.341231488,8.370454546
1417034,8.8,104,6.991444529,6.652851356,8.308838384,8.370454546
1417045,6.6,96,6.991444529,5.86067428,6.575,6.6
1417073,7.7,48,6.991444529,6.32242485,7.755555556,7.7
1417079,7,70,6.991444529,6.164255568,6.9625,7.182758621
1417084,7.2,100,6.549705305,6.308451571,6.864276498,7.2
1417100,7.8,113,7.093077624,6.855509313,7.68625,7.41
1417250,8.3,105,6.935389752,6.855509313,7.179109977,8.3
1417304,6.8,79,6.382243395,6.445793534,6.7582914,6.937837838
1417370,6.7,108,6.382243395,6.506834365,6.573916943,6.166666667
1417372,6.7,112,7.086483476,6.729106826,6.921264368,6.828571429
1417380,5.7,110,7.123956511,6.463633724,7.174135135,6.95
1417428,8.5,79,7.045990841,6.919981732,8.074679487,7.95
1417441,6.1,85,6.382243395,6.506834365,5.05462963,5.166666667
1417543,6,102,6.382243395,6.627777847,6.202371281,6.244
1417555,7.3,111,5.998141264,6.445793534,6.35,6.9
1417598,8.7,103,6.549705305,6.03055064,7.520202279,7.82
1417728,8.8,104,6.991444529,7.027173424,7.822222222,8.46
1417730,7.7,105,7.086483476,6.729106826,7.402380952,7.74
1417847,8.1,98,6.080020149,6.855509313,6.704365079,7.05
1417865,7.8,105,7.037128672,6.855509313,7.292782555,7.825
1417869,6.4,90,6.066936426,6.855509313,7.294444444,6.85
1417898,6.8,102,6.549705305,6.541671573,7.069327258,7.5
1417900,6.6,105,7.109908405,6.474118921,7.142305006,6.955555556
1417997,6.4,135,6.991444529,6.855509313,6.625,6.833333333
1418004,6.6,88,6.549705305,6.110015891,6.709090909,6.6
1418016,7.5,100,7.093077624,6.651513641,7.51547619,7.5
1418018,7.6,107,7.093077624,6.652851356,7.61547619,7.933333333
1418019,9.3,114,5.777796902,6.944131319,9.079591837,8.183333333
1418070,7.6,108,5.937660491,6.912684657,6.761757685,7.571666667
1418076,9.1,88,5.777796902,6.815130894,8.016666667,9.1
1418085,7.2,118,6.991444529,6.754180334,7.090092154,7.2
1418092,8.1,104,7.005737484,6.855509313,7.552380952,8.1
1418141,8.3,193,7.086483476,6.65185049,7.276666667,7.425
1418157,8,88,6.549705305,6.812333844,7.386283069,7.35
1418179,6.8,105,6.991444529,6.627777847,7.065944444,7.04
1418189,7.3,139,6.549705305,6.308272634,6.960288702,7.1
1418190,7.5,144,7.115094645,6.309221608,7.112461781,7.2375
1418191,6.6,154,6.549705305,6.308272634,6.76752551,6.85
1418192,8.2,169,6.549705305,6.471205118,7.212782446,7.72
1418194,7.9,130,7.1154231,7.020281175,7.488888889,7.7
1418270,5.6,114,6.839942314,6.232224985,6.568918919,7.271428571
1418284,6.7,90,6.991444529,6.855509313,7.055357143,6.85
1418425,8.4,101,6.991444529,6.855509313,8.162518512,8.370454546
1418500,5.6,99,6.382243395,6.158159417,5.969170817,4.66
1418570,7.9,95,7.028547081,6.718653641,7.482683983,7.428571429
1418589,6.3,104,7.093077624,6.633400818,7.154166667,7.41
1418605,5.8,131,5.777796902,6.505367468,5.991461938,7.333333333
1418624,7,89,6.991444529,6.5176919,7.119444444,6.84
1418635,7.3,113,7.099671772,6.815819617,7.266666667,7.3
1418642,7.4,106,6.991444529,6.405505386,7.222453704,7.4
1418665,8.4,118,7.14676135,7.064643545,7.9,8.15
1418668,5.7,81,6.549705305,6.318361599,6.180555556,6.95297619
1418671,8,105,6.549705305,7.020326085,7.406481481,7.6
1418674,6.9,100,6.991444529,6.654951922,7.060076123,8.1
1418770,3.5,96,6.610337341,6.122768477,5.334977718,4.82
1418915,5.6,96,6.991444529,6.236790309,6.646982474,6.983333333
1418918,7.9,74,6.991444529,6.855509313,7.497916667,7.790625
1418997,7.6,105,6.825121229,6.776599423,7.325208333,7.185714286
1418998,7.6,158,7.086483476,7.064643545,7.1,7.38
1419005,8.5,121,7.23316922,7.02600901,8.5,8.2
1419044,7.2,150,6.991444529,6.652851356,7.154861111,7.1
1419052,8.3,115,5.777796902,7.020281175,7.8,7.75
1419053,6.6,104,7.086483476,6.463633724,7.116,6.955555556
1419169,8.3,79,7.086483476,7.064643545,8.05,7.85
1419416,5.5,92,6.382243395,6.754180334,6.058297602,6.575
1419444,8.1,135,6.770574917,6.644646759,8.15,8.133333333
1419446,7.7,103,7.129337121,6.503080021,7.616666667,7.7
1419479,9.1,111,6.991444529,6.855509313,8.140935374,7.790625
1419493,6.7,139,6.590188513,7.06023555,6.939085173,6.466666667
1419516,6.9,100,6.843241738,7.067674816,7.24,6.9
1419582,7.5,125,6.991444529,6.729106826,7.171372549,7.5
1419584,6.2,101,6.382243395,6.567306106,6.276136364,5.733333333
1419637,5.7,102,7.086483476,6.750078036,6.395396825,6.55
1419661,6.7,95,6.562962963,6.834275157,6.371581197,7.78
1419688,6.1,95,7.093077624,6.541671573,6.683333333,7.025
1419724,7,179,6.815206186,6.47123837,7.093272727,6.866666667
1419856,8,129,6.588317532,6.460553993,7.396190476,7.166666667
1419862,7.3,160,7.109908405,6.640237674,7.175,7.425
1419864,6.8,170,7.086483476,6.776628293,7.321428571,7.425
1419899,7,120,6.188932496,6.901992845,6.412380952,7.183333333
1419900,7.6,127,7.136098881,6.855509313,7.653333333,7.775
1419903,6.8,109,6.81809439,6.445793534,6.809138084,7.15
1419904,6.8,89,6.472603179,6.528587749,6.290138678,6.14137931
1419920,7.6,85,6.382243395,6.442166225,6.649867725,6.783333333
1419922,5.7,87,5.777796902,6.650225806,5.8,6.8625
1419925,7.4,126,6.382243395,6.946442087,6.610720617,7.02
1419926,7.7,125,6.991444529,6.855509313,7.544757924,7.564285714
1419930,6.2,130,6.991444529,6.570472001,7.382703735,7.411111111
1419933,7.4,123,6.549705305,6.824029511,7.137017409,7.025
1419935,6.7,116,6.549705305,6.627777847,6.748710248,6.6
1419936,8.6,122,6.81809439,6.776628293,7.535659715,7.133333333
1419943,7.3,139,7.07819769,6.855509313,6.853191565,7.436363636
1419945,7.7,109,7.012883961,6.855509313,7.268741827,7.055555556
1419953,6.9,90,7.086483476,6.556929765,6.853904762,6.9
1419956,4.3,96,6.556583422,5.959835992,5.947222222,4.833333333
1419958,8.1,91,6.825121229,6.754180334,7.088461538,7.35
1419960,6.5,148,6.188932496,6.506834365,6.821285317,6.975
1419961,7.1,99,7.030119323,6.509990596,7.417380952,7.166666667
1419965,6.2,130,7.017747108,6.486203676,6.987823655,6.4
1419966,5.8,96,6.188932496,5.565499255,6.026666667,5.8
1419969,5.3,121,6.335104331,6.55277183,6.44104824,7.4
1419972,6.3,95,6.784296029,6.124733305,5.55952381,6.58
1419973,7.3,98,6.773200471,6.502919348,7.151662048,7.3
1419975,7.3,194,6.549705305,7.536637931,7.071428571,7.216666667
1419976,7.1,109,6.549705305,6.447513734,6.991214286,7.15
1419985,5.7,110,6.382243395,6.427953344,5.647472602,6.15
1419988,7.8,113,7.180615385,7.020281175,7.8,7.8
1419995,5.7,83,7.084904541,6.291801033,6.386666667,6.4
1420000,6.5,88,6.81809439,6.729106826,6.669047619,6.6
1420007,8.2,80,6.991444529,6.779076957,7.774882391,7.361538462
1420011,6.5,120,6.847698859,6.463633724,7.084535195,7.43
