MOVIE_ID,DOUBAN_SCORE,MINS,REGION,GENRE,ACTOR_ID,DIRECTOR_ID
1292850,8.4,107,6.549705305,6.541671573,7.651641414,7.645454546
1292851,8.4,261,6.549705305,7.02600901,6.840516569,7.533333333
1292854,6.7,116,6.549705305,6.445793534,7.059407994,7.4
1292855,7.5,126,6.549705305,7.08120973,7.586666667,7.766666667
1292857,7.7,130,6.824688538,6.942344788,7.61326087,7.673333333
1292859,6.8,117,6.549705305,6.501231776,6.8,7.466666667
1292860,7.8,114,6.549705305,6.460553993,7.494358974,7.477777778
1292863,8.1,144,6.925230769,6.70095347,7.506211712,7.16
1292866,7.7,110,6.549705305,6.754180334,6.811458333,7.383333333
1292867,7.6,108,6.382243395,6.405505386,6.741640341,6.993333333
1292872,8.1,112,6.549705305,6.855509313,6.838771825,7.15
1292876,6.4,111,6.549705305,6.27754063,6.693333333,7.411111111
1292878,7.7,155,6.549705305,7.068672976,7.449651163,7.664285714
1292881,8,94,7.100537153,6.652851356,7.898134921,8.15
1292885,8.1,128,7.100537153,6.920182843,7.497789474,7.433333333
1292890,8.3,123,7.100537153,6.746525634,7.961,6.771428571
1292891,8,194,6.549705305,6.979283572,7.320946115,8
1292892,7.1,110,6.549705305,6.668811372,7.3375,7.25
1292894,8.2,88,6.549705305,7.094744643,7.18041958,7.666666667
1292898,7.9,117,6.549705305,6.424059011,7.224529724,6.95
1292904,7.5,122,6.549705305,6.703688336,7.292598039,7.4
1292905,7.3,101,6.549705305,6.627777847,7.361149961,6.975
1292908,8.3,105,7.080508187,6.855509313,7.579166667,7.333333333
1292910,6.5,99,6.549705305,6.03055064,6.656944444,6.45
1292918,6.7,101,6.549705305,6.096702915,7.163044733,6.8
1292923,7,68,6.549705305,6.768991751,7.15,7
1292925,8.9,89,6.549705305,6.747023656,6.937050265,7.645454546
1292927,7.7,122,6.549705305,6.641701209,7.315244755,7.75
1292928,8,136,7.069090909,6.847726332,8,7.808333333
1292930,6.3,95,6.549705305,6.529891806,6.673084795,6.783333333
1292931,7.5,111,6.549705305,6.91066381,6.894967151,7.5
1292936,7.9,125,6.549705305,6.754180334,7.649833333,7.194444444
1292937,7.4,103,6.549705305,6.754180334,7.171464646,6.775
1292938,7.1,125,7.100537153,6.280242243,6.908,7.385714286
1292941,8,106,7.100537153,6.652851356,7.22962963,8
1292944,7.8,135,6.549705305,6.535004784,7.493974359,7.319047619
1292950,8.3,98,6.382243395,6.729106826,6.992251265,7.45
1292951,7.1,97,6.452890627,6.754180334,6.705555556,6.4125
1292954,6.5,88,7.069090909,6.855509313,6.858333333,6.5
1292955,5.8,92,6.549705305,5.86067428,6.45,4.3
1292956,6.3,104,6.549705305,6.03055064,6.8599375,6.55
1292957,6.4,85,6.549705305,6.703688336,6.609865079,6.05
1292958,7.6,104,7.099671772,6.729106826,7.420238095,7.707692308
1292959,7.1,91,6.549705305,6.718653641,7.04765873,7.371428571
1292963,8.4,70,6.549705305,6.690855492,8.38,8.07
1292964,7.6,120,7.086483476,6.703688336,7.488165266,7.692307692
1292966,6,100,6.549705305,6.509990596,6.981617647,6.95
1292967,6.3,94,6.382243395,6.405505386,6.51776455,6.06
1292968,8.4,138,6.549705305,6.729106826,7.802777778,8.05
1292969,9,88,6.867709795,6.946442087,8.096785714,8.3
1292972,7.4,101,6.549705305,6.729106826,7.311309524,7.7
1292973,7.5,84,6.825121229,7.027173424,7.373020372,7.725
1292974,5.6,89,7.086483476,6.855509313,6.702564103,5.6
1292976,6.3,113,6.549705305,6.284353365,6.659655172,7.111764706
1292977,7,90,6.549705305,6.469053621,7.131071429,7.3
1292979,8.1,124,6.549705305,6.855509313,7.613360324,7.9375
1292981,9,169,7.069090909,6.729106826,8.625578704,7.808333333
1292985,7.7,116,7.099671772,6.943943576,7.426430976,6.3
1292988,7.7,82,6.549705305,6.652851356,7.419444444,7.666666667
1292991,6.3,103,6.549705305,6.471205118,6.72530303,6.863636364
1292994,8.7,82,6.549705305,6.633400818,7.428362573,7.666666667
1292995,8.7,118,7.093077624,7.020281175,8.094191919,7.98
1292996,8.2,119,6.549705305,6.541671573,7.881031401,7.43
1293001,7.9,115,6.549705305,6.729106826,7.766780303,7.7
1293005,7.2,97,6.549705305,6.855509313,7.023620541,7.3
1293007,6.2,88,6.549705305,6.405505386,6.238888889,6.9
1293008,7.4,170,6.549705305,6.85830811,7.4275,7.342857143
1293010,5.6,89,6.549705305,6.280242243,7.070255349,7.05
1293014,7.6,95,6.549705305,6.771704446,7.507091097,7.7
1293015,7.5,121,7.077787192,6.946442087,7.487222222,7.558333333
1293017,7,166,6.991444529,6.855509313,7.643585859,8.113636364
1293018,6.7,93,6.847698859,6.845132005,6.77513369,7.322222222
1293020,7.7,105,6.549705305,6.855509313,7.319452165,7.925
1293026,7,95,6.549705305,6.297628494,7,6.68
1293027,7.3,88,7.109908405,6.754180334,7.269881875,7.54
1293031,8.1,104,6.549705305,6.553622943,7.55523183,7.666666667
1293034,7.8,138,7.100104463,6.733159246,7.403016983,7.657142857
1293035,6.7,89,6.452890627,5.818628695,6.719015152,7.04
1293036,7.4,156,6.549705305,7.064643545,7.209090909,7.066666667
1293037,8.1,159,6.549705305,7.196073622,7.533822421,7.194444444
1293039,7.3,97,6.549705305,6.675299314,7.23452381,7.475
1293040,7.5,110,7.086483476,7.055553984,7.17700592,6.98
1293043,8,134,6.549705305,7.196073622,7.7,7.9375
1293045,7.6,102,6.549705305,6.309221608,7.143589744,7.25
1293046,8.6,132,6.549705305,6.460553993,7.485304563,7.5875
1293047,7.8,122,6.549705305,6.729106826,7.595441595,7.471428571
1293052,7.2,87,6.549705305,6.845132005,7.147222222,7.15
1293055,7,191,6.549705305,6.724847718,7.105573935,6.9875
1293057,7.2,96,7.100537153,6.688927942,7.221904762,7.877777778
1293058,7.4,101,6.549705305,6.754180334,7.249337068,7.37
1293062,7.3,124,6.549705305,6.836544404,6.792222222,7.233333333
1293064,6.5,100,6.825121229,6.737010733,7.190555556,7.275
1293065,8.2,176,6.549705305,7.276809049,7.723076923,7.111764706
1293070,7.2,115,6.770574917,6.499447942,6.88202765,6.8625
1293073,7.3,96,6.668772802,5.86067428,7.182777778,6.9
1293076,7.7,129,6.825121229,6.384484298,7.403491768,7.185714286
1293077,8.3,150,6.825121229,6.729106826,7.622387319,7.5
1293081,6.2,94,6.549705305,6.124733305,6.865,6.8
1293087,6.7,91,7.093510314,6.602704339,7.102272727,6.8
1293093,6.9,135,6.549705305,6.855509313,7.142727273,7.116666667
1293095,7.6,82,6.549705305,7.094744643,7.354603175,7.645454546
1293103,7.7,91,7.086483476,6.50567931,7.425,7.558333333
1293104,8.1,134,7.100537153,7.020326085,7.376094547,8.1
1293105,8.4,126,7.093077624,6.729106826,8.099458874,7.707692308
1293107,8.3,122,6.991444529,6.541671573,7.767285714,8.113636364
1293108,6.5,100,6.549705305,6.570472001,7.090277778,6.828571429
1293110,5.6,92,6.382243395,6.158159417,5.844222222,6.306666667
1293116,6.3,80,6.549705305,6.831862838,7.294722222,7.05
1293117,7.2,101,6.825121229,6.930087324,7.214145963,7.2
1293118,8.2,102,6.46597435,6.427953344,7.385096977,7.266666667
1293122,6.9,108,6.549705305,7.020326085,7.125454545,7.2
1293123,6.8,90,7.100537153,6.729106826,7.272222222,7.575
1293124,7.8,128,6.549705305,6.084101797,6.843328019,7.371428571
1293129,7.7,113,6.549705305,6.03055064,7.096581197,7.5
1293130,6.5,121,7.028749048,6.361808955,6.990883191,7.514285714
1293132,6.4,105,6.549705305,6.361808955,6.261148148,6.4
1293133,6.2,116,6.549705305,6.239213686,6.534896104,6.353846154
1293137,6.5,101,6.549705305,6.249144009,6.878338384,6.525
1293142,7.6,96,6.382243395,6.309221608,6.86042131,7.175
1293143,6.3,95,6.549705305,6.03055064,7,6.1
1293147,7.9,128,6.382243395,6.445793534,6.750612869,6.927777778
1293150,8.6,212,6.549705305,6.769399125,7.783035714,7.7
1293155,8.4,129,6.549705305,7.06023555,7.930890858,7.664285714
1293156,8.4,89,7.069090909,6.776628293,8.063949275,7.808333333
1293157,8.5,114,6.549705305,6.855509313,7.43281555,7.2375
1293161,5.9,123,6.549705305,6.361808955,6.766728022,6.75
1293162,7.3,104,6.991444529,6.855509313,7.520515873,8.113636364
1293163,7.8,124,6.549705305,6.703688336,7.412820513,7.5
1293164,7.7,126,6.549705305,6.729106826,7.322247234,7.1
1293168,8.1,101,6.549705305,6.845132005,7.557647059,7.966666667
1293170,7.9,107,7.100537153,6.703688336,7.705833333,7.877777778
1293173,7,100,6.891729439,6.384484298,7.239645874,6.54
1293174,7.4,128,6.825121229,6.280242243,7.057506556,7.35
1293175,8.3,107,7.100537153,6.966345838,7.918880952,7.625
1293176,7.4,59,6.991444529,6.512692209,7.21,8.113636364
1293177,8.2,160,6.549705305,6.669217039,7.524469697,7.453846154
1293182,9.4,96,6.549705305,6.855509313,8.203580898,7.673333333
1293190,8.4,112,7.100537153,6.463633724,7.64125,7.6375
1293191,8,142,6.81809439,6.688927942,7.190858844,8.45
1293192,7.7,114,6.549705305,6.436767073,7.682822474,7.5
1293195,7.4,89,6.549705305,6.668811372,7.35620915,7.6
1293200,8.1,124,6.549705305,7.104809983,7.65047761,7.416666667
1293202,7.7,97,6.382243395,6.570472001,6.754094217,6.937837838
1293205,7.3,110,6.549705305,6.729106826,7.377153846,7.342857143
1293206,7.9,132,7.093077624,6.506834365,7.799583333,8.2
1293215,7.4,126,6.549705305,7.232446679,7.489896215,7.185714286
1293216,7.8,116,6.549705305,7.064643545,7.64,7.333333333
1293217,7.2,119,6.549705305,6.729106826,7.421354167,7.673333333
1293219,8.1,153,7.100537153,7.004537486,7.948,7.5
1293221,7.4,109,6.549705305,6.764463418,7.668055556,6.75
1293225,7.5,136,6.737468037,6.587615203,6.93370587,7.2375
1293226,8.5,107,6.549705305,6.616224025,7.671125117,7.816666667
1293233,7.2,101,7.100537153,6.855509313,7.2,7.469230769
1293234,8.4,96,7.069090909,6.750078036,8.000881643,7.808333333
1293237,8.8,101,6.080020149,6.855509313,7.949242424,7.84
1293242,6.3,99,6.549705305,6.541671573,6.927538462,6.641666667
1293245,6.1,92,6.549705305,5.565499255,6.266955267,6.58
1293249,7.8,104,6.549705305,6.541671573,7.087435897,6.025
1293258,6.8,98,6.737468037,6.438265072,6.792604744,6.7
1293259,6.8,106,6.549705305,6.790621142,7.078611111,6.52
1293261,7.6,102,6.549705305,6.654951922,7.555555556,7.5
1293262,7.4,100,6.549705305,6.661377145,7.133134921,7.491666667
1293266,8.6,88,6.825121229,6.733159246,7.742781027,8
1293271,8.7,174,7.093077624,6.754180334,8.059232323,7.918181818
1293273,8.4,98,6.549705305,6.729106826,8.4,7.883333333
1293275,6.4,104,6.549705305,6.164255568,6.817035217,7.57
1293276,7.4,94,6.549705305,6.603950584,6.946546306,7.505714286
